id_dedl,original,upper,missions,unsep,rmstr,split
,TERRASCOPE_S5P_L3_CO_TM_V1,TERRASCOPE_S5P_L3_CO_TM_V1,TERRASCOPE_SENTINEL5P_L3_CO_TM_V1,TERRASCOPE SENTINEL5P L3 CO TM V1,CLMS SENTINEL5P L3 CO TM V1,"['CLMS', 'SENTINEL5P', 'L3', 'CO', 'TM', 'V1']"
,TERRASCOPE_S5P_L3_CO_TY_V1,TERRASCOPE_S5P_L3_CO_TY_V1,TERRASCOPE_SENTINEL5P_L3_CO_TY_V1,TERRASCOPE SENTINEL5P L3 CO TY V1,CLMS SENTINEL5P L3 CO TY V1,"['CLMS', 'SENTINEL5P', 'L3', 'CO', 'TY', 'V1']"
,TERRASCOPE_S5P_L3_NO2_TD_V1,TERRASCOPE_S5P_L3_NO2_TD_V1,TERRASCOPE_SENTINEL5P_L3_NO2_TD_V1,TERRASCOPE SENTINEL5P L3 NO2 TD V1,CLMS SENTINEL5P L3 NO2 TD V1,"['CLMS', 'SENTINEL5P', 'L3', 'NO2', 'TD', 'V1']"
,TERRASCOPE_S5P_L3_NO2_TM_V1,TERRASCOPE_S5P_L3_NO2_TM_V1,TERRASCOPE_SENTINEL5P_L3_NO2_TM_V1,TERRASCOPE SENTINEL5P L3 NO2 TM V1,CLMS SENTINEL5P L3 NO2 TM V1,"['CLMS', 'SENTINEL5P', 'L3', 'NO2', 'TM', 'V1']"
,TERRASCOPE_S5P_L3_NO2_TY_V1,TERRASCOPE_S5P_L3_NO2_TY_V1,TERRASCOPE_SENTINEL5P_L3_NO2_TY_V1,TERRASCOPE SENTINEL5P L3 NO2 TY V1,CLMS SENTINEL5P L3 NO2 TY V1,"['CLMS', 'SENTINEL5P', 'L3', 'NO2', 'TY', 'V1']"
,VEGETATION_INDICES,VEGETATION_INDICES,VEGETATION_INDICES,VEGETATION INDICES,VEGETATION INDICES,"['VEGETATION', 'INDICES']"
,VEGETATION_PHENOLOGY_AND_PRODUCTIVITY_PARAMETERS_SEASON_1,VEGETATION_PHENOLOGY_AND_PRODUCTIVITY_PARAMETERS_SEASON_1,VEGETATION_PHENOLOGY_AND_PRODUCTIVITY_PARAMETERS_SEASON_1,VEGETATION PHENOLOGY AND PRODUCTIVITY PARAMETERS SEASON 1,VEGETATION PHENOLOGY AND PRODUCTIVITY PARAMETERS SEASON 1,"['VEGETATION', 'PHENOLOGY', 'AND', 'PRODUCTIVITY', 'PARAMETERS', 'SEASON', '1']"
,VEGETATION_PHENOLOGY_AND_PRODUCTIVITY_PARAMETERS_SEASON_2,VEGETATION_PHENOLOGY_AND_PRODUCTIVITY_PARAMETERS_SEASON_2,VEGETATION_PHENOLOGY_AND_PRODUCTIVITY_PARAMETERS_SEASON_2,VEGETATION PHENOLOGY AND PRODUCTIVITY PARAMETERS SEASON 2,VEGETATION PHENOLOGY AND PRODUCTIVITY PARAMETERS SEASON 2,"['VEGETATION', 'PHENOLOGY', 'AND', 'PRODUCTIVITY', 'PARAMETERS', 'SEASON', '2']"
,WATER_BODIES,WATER_BODIES,WATER_BODIES,WATER BODIES,WATER BODIES,"['WATER', 'BODIES']"
,WET_DRY_SNOW_STATE_CLASSIFICATION,WET_DRY_SNOW_STATE_CLASSIFICATION,WET_DRY_SNOW_STATE_CLASSIFICATION,WET DRY SNOW STATE CLASSIFICATION,WET DRY SNOW STATE CLASSIFICATION,"['WET', 'DRY', 'SNOW', 'STATE', 'CLASSIFICATION']"
,WORLDVIEW,WORLDVIEW,WORLDVIEW,WORLDVIEW,WORLDVIEW,['WORLDVIEW']
,boa_landsat_8,BOA_LANDSAT_8,BOA_LANDSAT8,BOA LANDSAT8,BOA LANDSAT8,"['BOA', 'LANDSAT8']"
,boa_sentinel_2,BOA_SENTINEL_2,BOA_SENTINEL2,BOA SENTINEL2,BOA SENTINEL2,"['BOA', 'SENTINEL2']"
,corine_land_cover,CORINE_LAND_COVER,CORINE_LAND_COVER,CORINE LAND COVER,CORINE LAND COVER,"['CORINE', 'LAND', 'COVER']"
,forest_type,FOREST_TYPE,FOREST_TYPE,FOREST TYPE,FOREST TYPE,"['FOREST', 'TYPE']"
,tree_cover_density,TREE_COVER_DENSITY,TREE_COVER_DENSITY,TREE COVER DENSITY,TREE COVER DENSITY,"['TREE', 'COVER', 'DENSITY']"
